t,thrust,mass
1.316,2.78851,0.00912
1.317,2.79059,0.00912
1.318,2.79267,0.00912
1.319,2.79475,0.00911
1.32,2.79683,0.00911
1.321,2.79891,0.00911
1.322,2.80099,0.0091
1.323,2.80308,0.0091
1.324,2.80516,0.0091
1.325,2.80725,0.00909
1.326,2.80933,0.00909
1.327,2.81142,0.00909
1.328,2.81351,0.00908
1.329,2.81559,0.00908
1.33,2.81768,0.00907
1.331,2.81977,0.00907
1.332,2.82186,0.00906
1.333,2.82396,0.00906
1.334,2.82605,0.00905
1.335,2.82814,0.00905
1.336,2.83023,0.00905
1.337,2.83233,0.00904
1.338,2.83442,0.00904
1.339,2.83652,0.00904
1.34,2.83862,0.00903
1.341,2.84071,0.00903
1.342,2.84281,0.00903
1.343,2.84491,0.00902
1.344,2.84701,0.00902
1.345,2.84911,0.00902
1.346,2.85122,0.00901
1.347,2.85332,0.00901
1.348,2.85542,0.00901
1.349,2.85753,0.009
1.35,2.85963,0.009
1.351,2.86174,0.009
1.352,2.86384,0.00899
1.353,2.86595,0.00899
1.354,2.86806,0.00898
1.355,2.87017,0.00898
1.356,2.87228,0.00897
1.357,2.87439,0.00897
1.358,2.8765,0.00896
1.359,2.87861,0.00896
1.36,2.88072,0.00896
1.361,2.88284,0.00895
1.362,2.88495,0.00895
1.363,2.88707,0.00895
1.364,2.88918,0.00894
1.365,2.8913,0.00894
1.366,2.89342,0.00894
1.367,2.89554,0.00893
1.368,2.89765,0.00893
1.369,2.89977,0.00893
1.37,2.9019,0.00892
1.371,2.90402,0.00892
1.372,2.90614,0.00892
1.373,2.90826,0.00891
1.374,2.91039,0.00891
1.375,2.91251,0.0089
1.376,2.91464,0.0089
1.377,2.91676,0.00889
1.378,2.91889,0.00889
1.379,2.92102,0.00888
1.38,2.92315,0.00888
1.381,2.92528,0.00888
1.382,2.92741,0.00887
1.383,2.92954,0.00887
1.384,2.93167,0.00887
1.385,2.9338,0.00886
1.386,2.93594,0.00886
1.387,2.93807,0.00886
1.388,2.94021,0.00885
1.389,2.94234,0.00885
1.39,2.94448,0.00885
1.391,2.94662,0.00884
1.392,2.94876,0.00884
1.393,2.9509,0.00883
1.394,2.95304,0.00883
1.395,2.95518,0.00882
1.396,2.95732,0.00882
1.397,2.95946,0.00881
1.398,2.9616,0.00881
1.399,2.96375,0.00881
1.4,2.96589,0.0088
1.401,2.96804,0.0088
1.402,2.97019,0.0088
1.403,2.97233,0.00879
1.404,2.97448,0.00879
1.405,2.97663,0.00879
1.406,2.97878,0.00878
1.407,2.98093,0.00878
1.408,2.98308,0.00878
1.409,2.98523,0.00877
1.41,2.98739,0.00877
1.411,2.98954,0.00877
1.412,2.9917,0.00876
1.413,2.99385,0.00876
1.414,2.99601,0.00875
1.415,2.99816,0.00875
1.416,3.00032,0.00874
1.417,3.00248,0.00874
1.418,3.00464,0.00873
1.419,3.0068,0.00873
1.42,3.00896,0.00873
1.421,3.01112,0.00872
1.422,3.01328,0.00872
1.423,3.01544,0.00872
1.424,3.01761,0.00871
1.425,3.01977,0.00871
1.426,3.02194,0.00871
1.427,3.02411,0.0087
1.428,3.02627,0.0087
1.429,3.02844,0.00869
1.43,3.03061,0.00869
1.431,3.03278,0.00868
1.432,3.03495,0.00868
1.433,3.03712,0.00867
1.434,3.03929,0.00867
1.435,3.04147,0.00867
1.436,3.04364,0.00866
1.437,3.04581,0.00866
1.438,3.04799,0.00866
1.439,3.05016,0.00865
1.44,3.05234,0.00865
1.441,3.05452,0.00865
1.442,3.0567,0.00864
1.443,3.05888,0.00864
1.444,3.06106,0.00864
1.445,3.06324,0.00863
1.446,3.06542,0.00863
1.447,3.0676,0.00862
1.448,3.06978,0.00862
1.449,3.07197,0.00861
1.45,3.07415,0.00861
1.451,3.07634,0.0086
1.452,3.07852,0.0086
1.453,3.08071,0.0086
1.454,3.0829,0.00859
1.455,3.08509,0.00859
1.456,3.08728,0.00859
1.457,3.08947,0.00858
1.458,3.09166,0.00858
1.459,3.09385,0.00858
1.46,3.09604,0.00857
1.461,3.09824,0.00857
1.462,3.10043,0.00856
1.463,3.10263,0.00856
1.464,3.10482,0.00855
1.465,3.10702,0.00855
1.466,3.10922,0.00854
1.467,3.11141,0.00854
1.468,3.11361,0.00854
1.469,3.11581,0.00853
1.47,3.11801,0.00853
1.471,3.12022,0.00853
1.472,3.12242,0.00852
1.473,3.12462,0.00852
1.474,3.12682,0.00852
1.475,3.12903,0.00851
1.476,3.13123,0.00851
1.477,3.13344,0.0085
1.478,3.13565,0.0085
1.479,3.13785,0.00849
1.48,3.14006,0.00849
1.481,3.14227,0.00848
1.482,3.14448,0.00848
1.483,3.14669,0.00848
1.484,3.1489,0.00847
1.485,3.15112,0.00847
1.486,3.15333,0.00847
1.487,3.15555,0.00846
1.488,3.15776,0.00846
1.489,3.15998,0.00846
1.49,3.16219,0.00845
1.491,3.16441,0.00845
1.492,3.16663,0.00844
1.493,3.16884,0.00844
1.494,3.17106,0.00843
1.495,3.17328,0.00843
1.496,3.17551,0.00842
1.497,3.17773,0.00842
1.498,3.17995,0.00842
1.499,3.18218,0.00841
1.5,3.1844,0.00841
1.501,3.18663,0.00841
1.502,3.18885,0.0084
1.503,3.19108,0.0084
1.504,3.1933,0.0084
1.505,3.19553,0.00839
1.506,3.19776,0.00839
1.507,3.19999,0.00838
1.508,3.20222,0.00838
1.509,3.20445,0.00837
1.51,3.20669,0.00837
1.511,3.20892,0.00836
1.512,3.21115,0.00836
1.513,3.21339,0.00836
1.514,3.21562,0.00835
1.515,3.21786,0.00835
1.516,3.2201,0.00835
1.517,3.22234,0.00834
1.518,3.22457,0.00834
1.519,3.22681,0.00833
1.52,3.22905,0.00833
1.521,3.23129,0.00832
1.522,3.23354,0.00832
1.523,3.23578,0.00831
1.524,3.23802,0.00831
1.525,3.24027,0.00831
1.526,3.24251,0.0083
1.527,3.24476,0.0083
1.528,3.247,0.0083
1.529,3.24925,0.00829
1.53,3.2515,0.00829
1.531,3.25375,0.00829
1.532,3.256,0.00828
1.533,3.25825,0.00828
1.534,3.2605,0.00827
1.535,3.26275,0.00827
1.536,3.265,0.00826
1.537,3.26726,0.00826
1.538,3.26951,0.00825
1.539,3.27177,0.00825
1.54,3.27402,0.00825
1.541,3.27628,0.00824
1.542,3.27854,0.00824
1.543,3.2808,0.00824
1.544,3.28305,0.00823
1.545,3.28531,0.00823
1.546,3.28757,0.00822
1.547,3.28984,0.00822
1.548,3.2921,0.00821
1.549,3.29436,0.00821
1.55,3.29663,0.0082
1.551,3.29889,0.0082
1.552,3.30116,0.0082
1.553,3.30342,0.00819
1.554,3.30569,0.00819
1.555,3.30796,0.00819
1.556,3.31022,0.00818
1.557,3.31249,0.00818
1.558,3.31476,0.00817
1.559,3.31704,0.00817
1.56,3.31931,0.00816
1.561,3.32158,0.00816
1.562,3.32385,0.00815
1.563,3.32613,0.00815
1.564,3.3284,0.00815
1.565,3.33068,0.00814
1.566,3.33295,0.00814
1.567,3.33523,0.00814
1.568,3.33751,0.00813
1.569,3.33979,0.00813
1.57,3.34207,0.00812
1.571,3.34435,0.00812
1.572,3.34663,0.00811
1.573,3.34891,0.00811
1.574,3.35119,0.0081
1.575,3.35347,0.0081
1.576,3.35576,0.0081
1.577,3.35804,0.00809
1.578,3.36033,0.00809
1.579,3.36262,0.00809
1.58,3.36491,0.00808
1.581,3.36719,0.00808
1.582,3.36948,0.00807
1.583,3.37177,0.00807
1.584,3.37406,0.00806
1.585,3.37635,0.00806
1.586,3.37864,0.00805
1.587,3.38094,0.00805
1.588,3.38323,0.00805
1.589,3.38553,0.00804
1.59,3.38782,0.00804
1.591,3.39012,0.00803
1.592,3.39241,0.00803
1.593,3.39471,0.00802
1.594,3.39701,0.00802
1.595,3.39931,0.00801
1.596,3.40161,0.00801
1.597,3.40391,0.00801
1.598,3.40621,0.008
1.599,3.40851,0.008
1.6,3.41082,0.008
1.601,3.41312,0.00799
1.602,3.41542,0.00799
1.603,3.41773,0.00798
1.604,3.42003,0.00798
1.605,3.42234,0.00797
1.606,3.42465,0.00797
1.607,3.42696,0.00796
1.608,3.42927,0.00796
1.609,3.43158,0.00796
1.61,3.43389,0.00795
1.611,3.4362,0.00795
1.612,3.43851,0.00795
1.613,3.44082,0.00794
1.614,3.44314,0.00794
1.615,3.44545,0.00793
1.616,3.44777,0.00793
1.617,3.45008,0.00792
1.618,3.4524,0.00792
1.619,3.45472,0.00791
1.62,3.45704,0.00791
1.621,3.45936,0.00791
1.622,3.46168,0.0079
1.623,3.464,0.0079
1.624,3.46632,0.00789
1.625,3.46864,0.00789
1.626,3.47097,0.00788
1.627,3.47329,0.00788
1.628,3.47562,0.00787
1.629,3.47794,0.00787
1.63,3.48027,0.00787
1.631,3.48259,0.00786
1.632,3.48492,0.00786
1.633,3.48725,0.00786
1.634,3.48958,0.00785
1.635,3.49191,0.00785
1.636,3.49424,0.00784
1.637,3.49657,0.00784
1.638,3.4989,0.00783
1.639,3.50124,0.00783
1.64,3.50357,0.00782
1.641,3.50591,0.00782
1.642,3.50824,0.00782
1.643,3.51058,0.00781
1.644,3.51291,0.00781
1.645,3.51525,0.0078
1.646,3.51759,0.0078
1.647,3.51993,0.00779
1.648,3.52227,0.00779
1.649,3.52461,0.00778
1.65,3.52695,0.00778
1.651,3.5293,0.00778
1.652,3.53164,0.00777
1.653,3.53398,0.00777
1.654,3.53633,0.00776
1.655,3.53867,0.00776
1.656,3.54102,0.00775
1.657,3.54337,0.00775
1.658,3.54572,0.00774
1.659,3.54806,0.00774
1.66,3.55041,0.00774
1.661,3.55276,0.00773
1.662,3.55511,0.00773
1.663,3.55747,0.00773
1.664,3.55982,0.00772
1.665,3.56217,0.00772
1.666,3.56453,0.00771
1.667,3.56688,0.00771
1.668,3.56924,0.0077
1.669,3.57159,0.0077
1.67,3.57395,0.00769
1.671,3.57631,0.00769
1.672,3.57867,0.00769
1.673,3.58103,0.00768
1.674,3.58339,0.00768
1.675,3.58575,0.00767
1.676,3.58811,0.00767
1.677,3.59047,0.00766
1.678,3.59283,0.00766
1.679,3.5952,0.00765
1.68,3.59756,0.00765
1.681,3.59993,0.00765
1.682,3.6023,0.00764
1.683,3.60466,0.00764
1.684,3.60703,0.00763
1.685,3.6094,0.00763
1.686,3.61177,0.00762
1.687,3.61414,0.00762
1.688,3.61651,0.00761
1.689,3.61888,0.00761
1.69,3.62125,0.00761
1.691,3.62363,0.0076
1.692,3.626,0.0076
1.693,3.62838,0.00759
1.694,3.63075,0.00759
1.695,3.63313,0.00758
1.696,3.6355,0.00758
1.697,3.63788,0.00757
1.698,3.64026,0.00757
1.699,3.64264,0.00757
1.7,3.64502,0.00756
1.701,3.6474,0.00756
1.702,3.64978,0.00755
1.703,3.65216,0.00755
1.704,3.65455,0.00754
1.705,3.65693,0.00754
1.706,3.65932,0.00753
1.707,3.6617,0.00753
1.708,3.66409,0.00753
1.709,3.66647,0.00752
1.71,3.66886,0.00752
1.711,3.67125,0.00751
1.712,3.67364,0.00751
1.713,3.67603,0.0075
1.714,3.67842,0.0075
1.715,3.68081,0.00749
1.716,3.6832,0.00749
1.717,3.6856,0.00749
1.718,3.68799,0.00748
1.719,3.69038,0.00748
1.72,3.69278,0.00747
1.721,3.69517,0.00747
1.722,3.69757,0.00746
1.723,3.69997,0.00746
1.724,3.70237,0.00745
1.725,3.70477,0.00745
1.726,3.70717,0.00745
1.727,3.70957,0.00744
1.728,3.71197,0.00744
1.729,3.71437,0.00743
1.73,3.71677,0.00743
1.731,3.71918,0.00742
1.732,3.72158,0.00742
1.733,3.72399,0.00741
1.734,3.72639,0.00741
1.735,3.7288,0.00741
1.736,3.7312,0.0074
1.737,3.73361,0.0074
1.738,3.73602,0.00739
1.739,3.73843,0.00739
1.74,3.74084,0.00738
1.741,3.74325,0.00738
1.742,3.74566,0.00737
1.743,3.74808,0.00737
1.744,3.75049,0.00737
1.745,3.7529,0.00736
1.746,3.75532,0.00736
1.747,3.75773,0.00735
1.748,3.76015,0.00735
1.749,3.76257,0.00734
1.75,3.76498,0.00734
1.751,3.7674,0.00733
1.752,3.76982,0.00733
1.753,3.77224,0.00732
1.754,3.77466,0.00732
1.755,3.77708,0.00731
1.756,3.77951,0.00731
1.757,3.78193,0.0073
1.758,3.78435,0.0073
1.759,3.78678,0.0073
1.76,3.7892,0.00729
1.761,3.79163,0.00729
1.762,3.79405,0.00728
1.763,3.79648,0.00728
1.764,3.79891,0.00727
1.765,3.80134,0.00727
1.766,3.80377,0.00726
1.767,3.8062,0.00726
1.768,3.80863,0.00726
1.769,3.81106,0.00725
1.77,3.8135,0.00725
1.771,3.81593,0.00724
1.772,3.81836,0.00724
1.773,3.8208,0.00723
1.774,3.82323,0.00723
1.775,3.82567,0.00722
1.776,3.82811,0.00722
1.777,3.83055,0.00721
1.778,3.83298,0.00721
1.779,3.83542,0.0072
1.78,3.83786,0.0072
1.781,3.8403,0.00719
1.782,3.84274,0.00719
1.783,3.84519,0.00719
1.784,3.84763,0.00718
1.785,3.85007,0.00718
1.786,3.85252,0.00717
1.787,3.85496,0.00717
1.788,3.85741,0.00716
1.789,3.85986,0.00716
1.79,3.86231,0.00715
1.791,3.86475,0.00715
1.792,3.8672,0.00715
1.793,3.86965,0.00714
1.794,3.8721,0.00714
1.795,3.87455,0.00713
1.796,3.877,0.00713
1.797,3.87946,0.00712
1.798,3.88191,0.00712
1.799,3.88437,0.00711
1.8,3.88682,0.00711
1.801,3.88928,0.0071
1.802,3.89173,0.0071
1.803,3.89419,0.00709
1.804,3.89665,0.00709
1.805,3.8991,0.00708
1.806,3.90156,0.00708
1.807,3.90402,0.00708
1.808,3.90648,0.00707
1.809,3.90894,0.00707
1.81,3.91141,0.00706
1.811,3.91387,0.00706
1.812,3.91633,0.00705
1.813,3.9188,0.00705
1.814,3.92126,0.00704
1.815,3.92373,0.00704
1.816,3.9262,0.00703
1.817,3.92866,0.00703
1.818,3.93113,0.00702
1.819,3.9336,0.00702
1.82,3.93607,0.00701
1.821,3.93854,0.00701
1.822,3.94101,0.00701
1.823,3.94348,0.007
1.824,3.94595,0.007
1.825,3.94843,0.00699
1.826,3.9509,0.00699
1.827,3.95337,0.00698
1.828,3.95585,0.00698
1.829,3.95833,0.00697
1.83,3.9608,0.00697
1.831,3.96328,0.00696
1.832,3.96576,0.00696
1.833,3.96824,0.00695
1.834,3.97072,0.00695
1.835,3.9732,0.00694
1.836,3.97568,0.00694
1.837,3.97816,0.00694
1.838,3.98064,0.00693
1.839,3.98312,0.00693
1.84,3.98561,0.00692
1.841,3.98809,0.00692
1.842,3.99058,0.00691
1.843,3.99307,0.00691
1.844,3.99555,0.0069
1.845,3.99804,0.0069
1.846,4.00053,0.00689
1.847,4.00302,0.00689
1.848,4.00551,0.00688
1.849,4.008,0.00688
1.85,4.01049,0.00687
1.851,4.01298,0.00687
1.852,4.01547,0.00686
1.853,4.01797,0.00686
1.854,4.02046,0.00685
1.855,4.02296,0.00685
1.856,4.02545,0.00684
1.857,4.02795,0.00684
1.858,4.03044,0.00684
1.859,4.03294,0.00683
1.86,4.03544,0.00683
1.861,4.03794,0.00682
1.862,4.04044,0.00682
1.863,4.04294,0.00681
1.864,4.04544,0.00681
1.865,4.04794,0.0068
1.866,4.05044,0.0068
1.867,4.05295,0.00679
1.868,4.05545,0.00679
1.869,4.05795,0.00678
1.87,4.06046,0.00678
1.871,4.06297,0.00677
1.872,4.06547,0.00677
1.873,4.06798,0.00676
1.874,4.07049,0.00676
1.875,4.073,0.00675
1.876,4.07551,0.00675
1.877,4.07802,0.00674
1.878,4.08053,0.00674
1.879,4.08304,0.00674
1.88,4.08555,0.00673
1.881,4.08807,0.00673
1.882,4.09058,0.00672
1.883,4.0931,0.00672
1.884,4.09561,0.00671
1.885,4.09813,0.00671
1.886,4.10064,0.0067
1.887,4.10316,0.0067
1.888,4.10568,0.00669
1.889,4.1082,0.00669
1.89,4.11072,0.00668
1.891,4.11324,0.00668
1.892,4.11576,0.00667
1.893,4.11828,0.00667
1.894,4.1208,0.00666
1.895,4.12332,0.00666
1.896,4.12585,0.00665
1.897,4.12837,0.00665
1.898,4.1309,0.00664
1.899,4.13342,0.00664
1.9,4.13595,0.00663
1.901,4.13848,0.00663
1.902,4.141,0.00662
1.903,4.14353,0.00662
1.904,4.14606,0.00661
1.905,4.14859,0.00661
1.906,4.15112,0.00661
1.907,4.15366,0.0066
1.908,4.15619,0.0066
1.909,4.15872,0.00659
1.91,4.16125,0.00659
1.911,4.16379,0.00658
1.912,4.16632,0.00658
1.913,4.16886,0.00657
1.914,4.17139,0.00657
1.915,4.17393,0.00656
1.916,4.17647,0.00656
1.917,4.17901,0.00655
1.918,4.18155,0.00655
1.919,4.18409,0.00654
1.92,4.18663,0.00654
1.921,4.18917,0.00653
1.922,4.19171,0.00653
1.923,4.19425,0.00652
1.924,4.1968,0.00652
1.925,4.19934,0.00651
1.926,4.20188,0.00651
1.927,4.20443,0.0065
1.928,4.20698,0.0065
1.929,4.20952,0.00649
1.93,4.21207,0.00649
1.931,4.21462,0.00648
1.932,4.21717,0.00648
1.933,4.21972,0.00647
1.934,4.22227,0.00647
1.935,4.22482,0.00646
1.936,4.22737,0.00646
1.937,4.22992,0.00645
1.938,4.23247,0.00645
1.939,4.23503,0.00644
1.94,4.23758,0.00644
1.941,4.24014,0.00643
1.942,4.24269,0.00643
1.943,4.24525,0.00642
1.944,4.2478,0.00642
1.945,4.25036,0.00641
1.946,4.25292,0.00641
1.947,4.25548,0.0064
1.948,4.25804,0.0064
1.949,4.2606,0.00639
1.95,4.26316,0.00639
1.951,4.26572,0.00638
1.952,4.26828,0.00638
1.953,4.27085,0.00637
1.954,4.27341,0.00637
1.955,4.27598,0.00636
1.956,4.27854,0.00636
1.957,4.28111,0.00635
1.958,4.28367,0.00635
1.959,4.28624,0.00634
1.96,4.28881,0.00634
1.961,4.29138,0.00633
1.962,4.29394,0.00633
1.963,4.29651,0.00632
1.964,4.29909,0.00632
1.965,4.30166,0.00631
1.966,4.30423,0.00631
1.967,4.3068,0.0063
1.968,4.30937,0.0063
1.969,4.31195,0.00629
1.97,4.31452,0.00629
1.971,4.3171,0.00628
1.972,4.31967,0.00628
1.973,4.32225,0.00627
1.974,4.32483,0.00627
1.975,4.32741,0.00626
1.976,4.32998,0.00626
1.977,4.33256,0.00625
1.978,4.33514,0.00625
1.979,4.33772,0.00624
1.98,4.3403,0.00624
1.981,4.34289,0.00623
1.982,4.34547,0.00623
1.983,4.34805,0.00622
1.984,4.35063,0.00622
1.985,4.35322,0.00621
1.986,4.3558,0.00621
1.987,4.35839,0.0062
1.988,4.36098,0.0062
1.989,4.36356,0.00619
1.99,4.36615,0.00619
1.991,4.36874,0.00618
1.992,4.37133,0.00618
1.993,4.37392,0.00617
1.994,4.37651,0.00617
1.995,4.3791,0.00616
1.996,4.38169,0.00616
1.997,4.38428,0.00615
1.998,4.38688,0.00615
1.999,4.38947,0.00614
2,4.39207,0.00614
2.001,4.39466,0.00613
2.002,4.39726,0.00613
2.003,4.39985,0.00612
2.004,4.40245,0.00612
2.005,4.40505,0.00611
2.006,4.40765,0.00611
2.007,4.41024,0.0061
2.008,4.41284,0.0061
2.009,4.41545,0.00609
2.01,4.41805,0.00609
2.011,4.42065,0.00608
2.012,4.42325,0.00608
2.013,4.42585,0.00607
2.014,4.42846,0.00607
2.015,4.43106,0.00606
2.016,4.43366,0.00606
2.017,4.43627,0.00605
2.018,4.43888,0.00605
2.019,4.44148,0.00604
2.02,4.44409,0.00604
2.021,4.4467,0.00603
2.022,4.44931,0.00603
2.023,4.45192,0.00602
2.024,4.45453,0.00602
2.025,4.45714,0.00601
2.026,4.45975,0.00601
2.027,4.46236,0.006
2.028,4.46497,0.006
2.029,4.46759,0.00599
2.03,4.4702,0.00599
2.031,4.47281,0.00598
2.032,4.47543,0.00598
2.033,4.47805,0.00597
2.034,4.48066,0.00597
2.035,4.48328,0.00596
2.036,4.4859,0.00596
2.037,4.48851,0.00595
2.038,4.49113,0.00594
2.039,4.49375,0.00594
2.04,4.49637,0.00593
2.041,4.49899,0.00593
2.042,4.50162,0.00592
2.043,4.50424,0.00592
2.044,4.50686,0.00591
2.045,4.50948,0.00591
2.046,4.51211,0.0059
2.047,4.51473,0.0059
2.048,4.51736,0.00589
2.049,4.51998,0.00589
2.05,4.52261,0.00588
2.051,4.52524,0.00588
2.052,4.52787,0.00587
2.053,4.5305,0.00587
2.054,4.53312,0.00586
2.055,4.53575,0.00586
2.056,4.53838,0.00585
2.057,4.54102,0.00585
2.058,4.54365,0.00584
2.059,4.54628,0.00584
2.06,4.54891,0.00583
2.061,4.55154,0.00583
2.062,4.55418,0.00582
2.063,4.55681,0.00582
2.064,4.55945,0.00581
2.065,4.56209,0.0058
2.066,4.56472,0.0058
2.067,4.56736,0.00579
2.068,4.57,0.00579
2.069,4.57264,0.00578
2.07,4.57527,0.00578
2.071,4.57791,0.00577
2.072,4.58055,0.00577
2.073,4.58319,0.00576
2.074,4.58584,0.00576
2.075,4.58848,0.00575
2.076,4.59112,0.00575
2.077,4.59376,0.00574
2.078,4.59641,0.00574
2.079,4.59905,0.00573
2.08,4.6017,0.00573
2.081,4.60434,0.00572
2.082,4.60699,0.00572
2.083,4.60964,0.00571
2.084,4.61229,0.00571
2.085,4.61493,0.0057
2.086,4.61758,0.0057
2.087,4.62023,0.00569
2.088,4.62288,0.00569
2.089,4.62553,0.00568
2.09,4.62819,0.00568
2.091,4.63084,0.00567
2.092,4.63349,0.00566
2.093,4.63614,0.00566
2.094,4.6388,0.00565
2.095,4.64145,0.00565
2.096,4.64411,0.00564
2.097,4.64676,0.00564
2.098,4.64942,0.00563
2.099,4.65208,0.00563
2.1,4.65473,0.00562
2.101,4.65739,0.00562
2.102,4.66005,0.00561
2.103,4.66271,0.00561
2.104,4.66537,0.0056
2.105,4.66803,0.0056
2.106,4.67069,0.00559
2.107,4.67335,0.00558
2.108,4.67601,0.00558
2.109,4.67868,0.00557
2.11,4.68134,0.00557
2.111,4.684,0.00556
2.112,4.68667,0.00556
2.113,4.68933,0.00555
2.114,4.692,0.00555
2.115,4.69467,0.00554
2.116,4.69733,0.00554
2.117,4.7,0.00553
2.118,4.70267,0.00553
2.119,4.70534,0.00552
2.12,4.70801,0.00552
2.121,4.71068,0.00551
2.122,4.71335,0.0055
2.123,4.71602,0.0055
2.124,4.71869,0.00549
2.125,4.72136,0.00549
2.126,4.72404,0.00548
2.127,4.72671,0.00548
2.128,4.72938,0.00547
2.129,4.73206,0.00547
2.13,4.73473,0.00546
2.131,4.73741,0.00546
2.132,4.74009,0.00545
2.133,4.74276,0.00545
2.134,4.74544,0.00544
2.135,4.74812,0.00544
2.136,4.7508,0.00543
2.137,4.75348,0.00542
2.138,4.75616,0.00542
2.139,4.75884,0.00541
2.14,4.76152,0.00541
2.141,4.7642,0.0054
2.142,4.76688,0.0054
2.143,4.76956,0.00539
2.144,4.77225,0.00539
2.145,4.77493,0.00538
2.146,4.77762,0.00538
2.147,4.7803,0.00537
2.148,4.78299,0.00537
2.149,4.78567,0.00536
2.15,4.78836,0.00536
2.151,4.79105,0.00535
2.152,4.79374,0.00534
2.153,4.79642,0.00534
2.154,4.79911,0.00533
2.155,4.80179,0.00533
2.156,4.80447,0.00532
2.157,4.80715,0.00532
2.158,4.79817,0.00531
2.159,4.78919,0.00531
2.16,4.78021,0.0053
2.161,4.78097,0.0053
2.162,4.78173,0.00529
2.163,4.78249,0.00529
2.164,4.78325,0.00528
2.165,4.78401,0.00528
2.166,4.78477,0.00527
2.167,4.78553,0.00526
2.168,4.78629,0.00526
2.169,4.78705,0.00525
2.17,4.78781,0.00525
2.171,4.78857,0.00524
2.172,4.78933,0.00524
2.173,4.79009,0.00523
2.174,4.79084,0.00523
2.175,4.7916,0.00522
2.176,4.79236,0.00521
2.177,4.79312,0.00521
2.178,4.79388,0.0052
2.179,4.79463,0.0052
2.18,4.79539,0.00519
2.181,4.79615,0.00519
2.182,4.7969,0.00518
2.183,4.79765,0.00518
2.184,4.79841,0.00517
2.185,4.79916,0.00517
2.186,4.79991,0.00516
2.187,4.80066,0.00516
2.188,4.80142,0.00515
2.189,4.80217,0.00515
2.19,4.80292,0.00514
2.191,4.80367,0.00513
2.192,4.80442,0.00513
2.193,4.80517,0.00512
2.194,4.80592,0.00512
2.195,4.80667,0.00511
2.196,4.80742,0.00511
2.197,4.80817,0.0051
2.198,4.80892,0.0051
2.199,4.80967,0.00509
2.2,4.81041,0.00508
2.201,4.81116,0.00508
2.202,4.81191,0.00507
2.203,4.81266,0.00507
2.204,4.81341,0.00506
2.205,4.81415,0.00506
2.206,4.8149,0.00505
2.207,4.81565,0.00505
2.208,4.81639,0.00504
2.209,4.81714,0.00504
2.21,4.81788,0.00503
2.211,4.81863,0.00503
2.212,4.81937,0.00502
2.213,4.82012,0.00502
2.214,4.82086,0.00501
2.215,4.82161,0.005
2.216,4.82235,0.005
2.217,4.82309,0.00499
2.218,4.82384,0.00499
2.219,4.82458,0.00498
2.22,4.82532,0.00498
2.221,4.82607,0.00497
2.222,4.82681,0.00497
2.223,4.82755,0.00496
2.224,4.82829,0.00495
2.225,4.82903,0.00495
2.226,4.82977,0.00494
2.227,4.83051,0.00494
2.228,4.83125,0.00493
2.229,4.83199,0.00493
2.23,4.83273,0.00492
2.231,4.83347,0.00492
2.232,4.83421,0.00491
2.233,4.83495,0.0049
2.234,4.83569,0.0049
2.235,4.83643,0.00489
2.236,4.83716,0.00489
2.237,4.8379,0.00488
2.238,4.83864,0.00488
2.239,4.83938,0.00487
2.24,4.84012,0.00487
2.241,4.84085,0.00486
2.242,4.84159,0.00486
2.243,4.84232,0.00485
2.244,4.84306,0.00485
2.245,4.8438,0.00484
2.246,4.84453,0.00484
2.247,4.84527,0.00483
2.248,4.846,0.00482
2.249,4.84674,0.00482
2.25,4.84747,0.00481
2.251,4.8482,0.00481
2.252,4.84894,0.0048
2.253,4.84967,0.0048
2.254,4.8504,0.00479
2.255,4.85113,0.00479
2.256,4.85187,0.00478
2.257,4.8526,0.00477
2.258,4.85333,0.00477
2.259,4.85406,0.00476
2.26,4.85479,0.00476
2.261,4.85553,0.00475
2.262,4.85626,0.00475
2.263,4.85699,0.00474
2.264,4.85772,0.00474
2.265,4.85845,0.00473
2.266,4.85918,0.00473
2.267,4.8599,0.00472
2.268,4.86063,0.00472
2.269,4.86136,0.00471
2.27,4.86209,0.00471
2.271,4.86282,0.0047
2.272,4.86355,0.00469
2.273,4.86428,0.00469
2.274,4.865,0.00468
2.275,4.86573,0.00468
2.276,4.86646,0.00467
2.277,4.86718,0.00467
2.278,4.86791,0.00466
2.279,4.86863,0.00466
2.28,4.86936,0.00465
2.281,4.87009,0.00464
2.282,4.87081,0.00464
2.283,4.87154,0.00463
2.284,4.87226,0.00463
2.285,4.87299,0.00462
2.286,4.87371,0.00462
2.287,4.87443,0.00461
2.288,4.87516,0.00461
2.289,4.87588,0.0046
2.29,4.8766,0.00459
2.291,4.87732,0.00459
2.292,4.87805,0.00458
2.293,4.87877,0.00458
2.294,4.87949,0.00457
2.295,4.88021,0.00457
2.296,4.88093,0.00456
2.297,4.88165,0.00456
2.298,4.88237,0.00455
2.299,4.88309,0.00454
2.3,4.88381,0.00454
2.301,4.88453,0.00453
2.302,4.88525,0.00453
2.303,4.88597,0.00452
2.304,4.88669,0.00452
2.305,4.88741,0.00451
2.306,4.88813,0.00451
2.307,4.88885,0.0045
2.308,4.88956,0.0045
2.309,4.89028,0.00449
2.31,4.891,0.00449
2.311,4.89172,0.00448
2.312,4.89243,0.00448
2.313,4.89315,0.00447
2.314,4.89387,0.00446
2.315,4.89458,0.00446
2.316,4.8953,0.00445
