t,theta_r,theta
0.467,0.7330382858376184,0.7330382858376184
0.471,0.7504915783575618,0.7504915783575618
0.475,0.767944870877505,0.767944870877505
0.479,0.7853981633974483,0.7853981633974483
0.483,0.8028514559173916,0.8028514559173916
0.488,0.8203047484373349,0.8203047484373349
0.492,0.8028514559173916,0.8028514559173916
0.496,0.8028514559173916,0.8028514559173916
0.5,0.8028514559173916,0.8028514559173916
0.504,0.8203047484373349,0.8203047484373349
0.508,0.8203047484373349,0.8203047484373349
0.513,0.8203047484373349,0.8203047484373349
0.517,0.8377580409572782,0.8377580409572782
0.521,0.8552113334772214,0.8552113334772214
0.525,0.8901179185171081,0.8901179185171081
0.529,0.9075712110370514,0.9075712110370514
0.533,0.9075712110370514,0.9075712110370514
0.538,0.9250245035569946,0.9250245035569946
0.542,0.9250245035569946,0.9250245035569946
0.546,0.9424777960769379,0.9424777960769379
0.55,0.9599310885968813,0.9599310885968813
0.554,0.9599310885968813,0.9599310885968813
0.558,0.9773843811168246,0.9773843811168246
0.563,0.9948376736367679,0.9948376736367679
0.567,0.9948376736367679,0.9948376736367679
